SMILES,type,EO,PO,CMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,source
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.0076,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=01.0; additives=nan; authors=SCHI; reference=63026; original CMC=7.6 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.0078,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=GODD HIGH; reference=55018; original CMC=7.8 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.0081,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=GODD HIGH; reference=55018; original CMC=8.1 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.0083,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=GINN HARR; reference=60010; original CMC=8.3 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.0074,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=SCHI; reference=63026; original CMC=7.4 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.008061,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=SCHO; reference=66036; original CMC=2.324X10-1 D 8.061X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.00811,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=BENT SPAR; reference=66038; original CMC=8.11 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.0083,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=SHIR MATU; reference=65020; original CMC=8.3 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.0088,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=MIUR MATS; reference=57025; original CMC=8.8 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.0083,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=MIUR MATS; reference=57025; original CMC=8.3 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.0082,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=MIUR MATS; reference=57025; original CMC=8.2 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.00816,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=FLOC; reference=61007; original CMC=8.16 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.0054,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25.6; additives=nan; authors=KLEV; reference=47004; original CMC=5.4 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.00073,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=GINN HARR; reference=58008; original CMC=7.3 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.00563,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=GINN HARR; reference=58008; original CMC=5.63 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.0072,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=SCHI MANN; reference=66001; original CMC=7.2 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.00163,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=GINN HARR; reference=58008; original CMC=1.63 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.00403,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=GINN HARR; reference=58008; original CMC=4.03 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.0072,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=SCHI; reference=64020; original CMC=7.2 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.007943,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=GINN KINN; reference=61015; original CMC=2.29 X10-1 D 7.943X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.00822,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=MYSE OTTE; reference=61017; original CMC=8.22 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.00783,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=MYSE OTTE; reference=61017; original CMC=7.83 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.0082,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=MIUR ARIS; reference=58023; original CMC=8.2 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.00827,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=MUKE KAPA; reference=66002; original CMC=8.27 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.008,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=NAKA KAWA; reference=64034; original CMC=8.0 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.00815,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=ELWO MYSE; reference=66007; original CMC=8.15 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.0082,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=ELWO MYSE; reference=66007; original CMC=8.2 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.0084,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=ELWO MYSE; reference=66007; original CMC=8.4 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.006,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=LIN; reference=57005; original CMC=6.0 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.00602,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=26; additives=nan; authors=CORR HARK; reference=47006; original CMC=6.02 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.00612,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=26; additives=nan; authors=CORR HARK; reference=47006; original CMC=6.12 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.00602,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=26; additives=nan; authors=CORR HARK; reference=47010; original CMC=6.02 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.0077,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=29; additives=nan; authors=BRAD; reference=48022; original CMC=7.7 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.01,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=30; additives=nan; authors=MARK TSIK; reference=64051; original CMC=1.00 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.008,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=30; additives=nan; authors=SHIG; reference=65022; original CMC=8.0 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
