SMILES,types,pCMC,pCMC_std,AW_ST_CMC,AW_ST_CMC_std,Gamma_max,Gamma_max_std,Area_min,Area_min_std,Pi_CMC,Pi_CMC_std,pC20,pC20_std
CCCCCCC(CCCCC)S(=O)(=O)[O-].[Na+],anionic,1.442011852,0,27.0152320861816,4.34543183820975,0.863559365272522,0.34262109315772,2.34878206253052,0.504965301283379,45.9106826782227,4.40360153040153,3.13677287101746,0.451677025756954
CCCCCCC(CCCCCC)OS(=O)(=O)[O-].[Na+],anionic,1.713992878,0,31.1322441101074,3.84207310334324,0.439,0,3.78,0,41.8259506225586,3.71689139366932,3.2968020439148,0.458399051383575
CCCCCCCC(CC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.199970641,0,25.4225807189941,3.25587763825533,1.51403617858887,0.403440740677651,1.37100732326508,0.633067756791261,46.4240264892578,3.50084576488912,4.0482931137085,0.369034697504963
CCCCCCCC(CCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.400007822,0,25.3318023681641,3.20906325053402,1.52420926094055,0.415158257724135,1.35658884048462,0.630926001339263,46.4243850708008,3.26854123813025,4.14818334579468,0.341599320381867
CCCCCCCC(CCCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.299988938,0,25.899435043335,3.30478915890638,1.52104330062866,0.441202831399055,1.36681830883026,0.680767133114885,45.8136596679688,3.24173743935855,4.22315216064453,0.360610664339164
CCCCCCCC(CCCC)S(=O)(=O)[O-].[Na+],anionic,1.548060131,0,27.2653045654297,4.27920245862956,0.859391987323761,0.341405159192669,2.3697075843811,0.5178694990749,45.6908493041992,4.3471462625585,3.15156841278076,0.461918410501262
CCCCCCCC(CCCCCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.599980365,0,27.7659301757813,3.48557791162075,1.59191024303436,0.499127741222384,1.33877873420715,0.776869796717715,43.9870796203613,3.15227831393591,4.35892009735107,0.390715938961514
CCCCCCCC(CCCCCC)OS(=O)(=O)[O-].[Na+],anionic,2.01300446,0,31.7766876220703,4.13399776151777,0.555,0,2.99,0,41.0872993469238,4.09353284864474,3.4845461845398,0.430455830925969
CCCCCCCC(CCCCCCC)COS(=O)(=O)[O-].[Na+],anionic,2.552997102,0,32.2582244873047,3.75453881807884,0.656095445156097,0.233997701815763,3.06773447990418,0.540790835918,40.2655639648438,3.79525497825533,3.66807293891907,0.360905424811633
CCCCCCCC(CCCCCCC)OS(=O)(=O)[O-].[Na+],anionic,2.763966853,0,33.8660202026367,3.64489277390391,0.55933427810669,0.147141004494901,3.19515371322632,0.48141158834186,38.6428375244141,3.51644127771617,3.41280364990234,0.35887824230913
CCCCCCCC(CCCCCCC)S(=O)(=O)[O-].[Na+],anionic,2.143996546,0,33.4338569641113,3.87093601416939,0.698797821998596,0.24332241888935,2.79049444198608,0.572847337955034,39.1386680603027,3.99991180683038,3.24042963981628,0.401686256998315
CCCCCCCC(OS(=O)(=O)[O-])c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Na+],anionic,2.88605664769316,0,20,0,1.90590596199036,0.292122683450509,0.940944015979767,0.135480398151728,49.0548095703125,1.71053486344745,4.21581983566284,0.432327432390928
CCCCCCCc1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,1.582030358,0,34.3185615539551,3.60342531066343,1.75917792320251,0.355965137925907,1.12031722068787,0.365164990677415,37.0963363647461,3.80029524412861,2.93413472175598,0.406848767829336
CCCCCCCCC(=O)[O-].[K+],anionic,0.408935393,0,35.6771049499512,2.98647057077055,2.48301267623901,0.385593220308727,0.885855197906494,0.203400357850707,34.8205146789551,2.45579186316329,2.14955925941467,0.150829067251007
CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC)S(=O)(=O)[O-].[Na+],anionic,3.131003098,0,32.6048812866211,2.37918304746925,1.50832319259644,0.470375688858709,1.55649077892303,0.520595325497893,37.6860427856445,2.58629517197074,4.36395692825317,0.479266879455577
CCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.303032359,0,26.0142822265625,3.26186229973865,1.49828946590424,0.438315918995378,1.40609264373779,0.665852432210056,45.8441696166992,3.35588149643718,4.09223031997681,0.377385544925309
CCCCCCCCC(C)OS(=O)(=O)[O-].[Na+],anionic,1.327994555,0,28.3151092529297,3.81981928347874,0.666752934455872,0.219156635792254,2.61305022239685,0.283987174217403,44.8455429077148,3.75811827812497,3.11871123313904,0.468324233329795
CCCCCCCCC(CC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.500038134,0,26.144079208374,3.33603348786566,1.50652670860291,0.433913509859415,1.39116024971008,0.67939585018334,45.6118774414063,3.39018392916495,4.14730596542358,0.407466816225327
CCCCCCCCC(CC)OS(=O)(=O)[O-].[Na+],anionic,1.538951908,0,29.0518646240234,3.89092474922305,0.67,0,2.48,0,44.0946655273438,3.87688458608897,3.21001505851746,0.457410905534072
CCCCCCCCC(CCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.721017883,0,26.0902061462402,3.26119711732435,1.53239631652832,0.439528853378648,1.36193490028381,0.684708682964618,45.5988235473633,3.18187050413857,4.24558877944946,0.367554952660356
CCCCCCCCC(CCC)S(=O)(=O)[O-].[Na+],anionic,1.635073966,0,27.7222595214844,4.25651170881318,0.845483124256134,0.333774349137973,2.40579342842102,0.535323027541555,45.2477073669434,4.30137474488896,3.17048239707947,0.462860180489043
CCCCCCCCC(CCCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.569924944,0,26.8044471740723,3.36951688119677,1.55653595924377,0.472804056348786,1.3544796705246,0.736377010936202,44.9024429321289,3.16598936566258,4.30155420303345,0.378583286155037
CCCCCCCCC(CCCCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.7000571,0,27.7659301757813,3.48557791162075,1.59191024303436,0.499127741222384,1.33877873420715,0.776869796717715,43.9870796203613,3.15227831393591,4.35892009735107,0.390715938961514
CCCCCCCCC(CCCCCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.799970733,0,28.7662620544434,3.54376885548905,1.6243724822998,0.516403743025181,1.3232034444809,0.80856994243974,43.0150604248047,3.09516577686746,4.43594121932983,0.379116496797352
CCCCCCCCC(CCCCCC)COCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],anionic,4.065501549,0,34.8083572387695,2.52690506195535,1.39825701713562,0.520386590452789,1.58866405487061,0.533286550778277,37.0470161437988,2.71313011421197,4.77592992782593,0.475340095089929
CCCCCCCCC(CCCCCC)COS(=O)(=O)[O-].[Na+],anionic,2.395990068,0,31.4288387298584,4.27621793326464,0.815435230731964,0.38384673936412,2.85683584213257,0.634920988033762,41.1794204711914,4.4250875616612,3.7243480682373,0.383156772468621
CCCCCCCCC(CCCCCCC)OS(=O)(=O)[O-].[Na+],anionic,3.309981219,0,33.9046974182129,4.01613063220623,0.56436288356781,0.147915833696836,3.17693734169006,0.450149334057268,38.3998718261719,4.04399592356807,3.64852023124695,0.304403026619991
CCCCCCCCC(CCCCCCCC)OS(=O)(=O)[O-].[Na+],anionic,3.585026652,0,35.9565200805664,3.11558793772316,0.573697865009308,0.181340361447853,3.14940571784973,0.602950775217894,36.0388450622559,2.76018154290321,3.67974781990051,0.316051721260235
CCCCCCCCc1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,1.906928694,0,35.1385040283203,3.42488759892202,1.79227924346924,0.40171665238635,1.10540664196014,0.376420526185284,36.1636810302734,3.31893058183445,3.01664400100708,0.337379588450782
CCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.721017883,0,26.880859375,3.27979413891913,1.50770890712738,0.47410364780784,1.41179800033569,0.720699449971545,44.9274063110352,3.2154439651425,4.18391847610474,0.405593491937583
CCCCCCCCCC(CC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.606073993,0,27.0787048339844,3.43347663530947,1.5301855802536,0.469009722295461,1.38807368278503,0.734540433276506,44.69775390625,3.32034971813343,4.22969675064087,0.435236253271811
CCCCCCCCCC(CC)S(=O)(=O)[O-].[Na+],anionic,1.730020323,0,29.7703437805176,3.67924438942119,0.803010821342468,0.289483260231536,2.4652886390686,0.503844048795896,43.2019195556641,3.84067406846138,3.0827841758728,0.487574080789824
CCCCCCCCCC(CCCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.779891912,0,27.8868618011475,3.46578800098685,1.59369111061096,0.499676557428391,1.34237122535706,0.776328345470554,43.865104675293,3.1159412396407,4.36666250228882,0.394759261416861
CCCCCCCCCC(CCCC)OS(=O)(=O)[O-].[Na+],anionic,2.171018046,0,32.0001831054688,4.07570763134985,0.547377705574036,0.171312552861605,3.1499297618866,0.383827517224652,40.8157272338867,4.0459174930456,3.48071146011353,0.419772901535233
CCCCCCCCCC(CCCCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.89997427,0,28.7662620544434,3.54376885548905,1.6243724822998,0.516403743025181,1.3232034444809,0.80856994243974,43.0150604248047,3.09516577686746,4.43594121932983,0.379116496797352
CCCCCCCCCC(CCCCC)COS(=O)(=O)[O-].[Na+],anionic,2.523023534,0,31.4288387298584,4.27621793326464,0.815435230731964,0.38384673936412,2.85683584213257,0.634920988033762,41.1794204711914,4.4250875616612,3.7243480682373,0.383156772468621
CCCCCCCCCC(CCCCCCCCC)OS(=O)(=O)[O-].[Na+],anionic,3.480959961,0,37.9084091186523,2.61359233235794,0.434,0,3.83,0,33.786003112793,2.19015274927647,4.05007839202881,0.386653399694619
CCCCCCCCCC(CCS(=O)(=O)[O-])OC.[Na+],anionic,2.117988038,0,30.5065364837647,4.2099094423802,0.755937099456787,0.220258398504831,2.63858509063721,0.37959647230696,42.5417098999023,4.14078100723704,3.47233653068543,0.416540372281474
CCCCCCCCCC(CCS(=O)(=O)[O-])OC(C)C.[Na+],anionic,2.458046526,0,27.467004776001,2.31153378237748,1.1031881570816,0.317177416854149,2.11671686172485,0.359703598999347,45.1061325073242,2.81080361559766,3.69426679611206,0.33472769593859
CCCCCCCCCC(CCS(=O)(=O)[O-])Oc1ccccc1.[Na+],anionic,2.707965564,0,27.6026248931885,3.05506300735099,1.69961547851563,0.545710399139449,1.26276683807373,0.755973940241819,43.7033309936523,2.69850941218605,4.60774993896484,0.345836670847509
CCCCCCCCCC(CCS(=O)(=O)[O-])OCC.[Na+],anionic,2.301029996,0,31.0568351745605,3.6548269655675,0.728578209877014,0.169162845390855,2.73490333557129,0.343251426706839,41.959716796875,3.75992001635023,3.53497076034546,0.437198163320999
CCCCCCCCCC(CCS(=O)(=O)[O-])OCC(CC)CCCC.[Na+],anionic,3.501000636,0,29.6896514892578,2.90367237713438,1.4535927772522,0.391404182059192,1.72873842716217,0.61215344887573,42.3580703735352,3.12035176258346,4.07974529266357,0.263024914587382
CCCCCCCCCC(CCS(=O)(=O)[O-])OCCC.[Na+],anionic,2.419987887,0,31.5172424316406,4.07194850504876,0.768498539924622,0.180219449900758,2.68759489059448,0.360244010850047,41.4721908569336,3.97519070367508,3.62015223503113,0.397813838137247
CCCCCCCCCC(CCS(=O)(=O)[O-])OCCCC.[Na+],anionic,2.817015033,0,32.3824768066406,4.08859017865391,0.787318348884583,0.193810244367315,2.6902871131897,0.377699373109265,40.3369827270508,4.03723813525207,3.68765306472778,0.376604098614332
CCCCCCCCCC(CCS(=O)(=O)[O-])OCCCCCC.[Na+],anionic,3.185020316,0,34.589485168457,3.57401973148105,0.791235864162445,0.165651317623098,2.7068362236023,0.42434620590136,37.7909355163574,3.61483483479111,3.93375968933105,0.311283256194231
CCCCCCCCCC(CCS(=O)(=O)[O-])OCCCCCCCC.[Na+],anionic,3.92190585,0,36.8179512023926,3.32017745810916,0.80192357301712,0.260101943527129,2.64420294761658,0.548030405050735,35.4630470275879,3.19256618933655,4.2890305519104,0.318047699024267
CCCCCCCCCC(O)CCS(=O)(=O)[O-].[Na+],anionic,1.606073993,0,26.2064876556397,2.861334643607,1.32891225814819,0.409292168099655,1.80334532260895,0.454330328912986,46.5353584289551,3.21564160974993,3.47365498542786,0.349422218541364
CCCCCCCCCC(OCC)S(=O)(=O)[O-].[Na+],anionic,1.787013815,0,31.8739261627197,3.41586651325797,0.699989080429077,0.266962550935654,2.64235877990723,0.570444734040412,41.0643730163574,3.46801357784222,3.12400269508362,0.48933366958004
CCCCCCCCCc1ccc(OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OS(=O)(=O)[O-])cc1.[Na+],anionic,4.920818754,0,36.9,0,0.97,0,1.708,0,35.07,0,6.28,0
CCCCCCCCCc1ccc(OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OS(=O)(=O)[O-])cc1.[Na+],anionic,4.795880017,0,33.7,0,1.17,0,1.414,0,38.27,0,6.17,0
CCCCCCCCCc1ccc(OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OS(=O)(=O)[O-])cc1.[Na+],anionic,4.522878745,0,34.1,0,1.29,0,1.288,0,37.87,0,5.73,0
CCCCCCCCCc1ccc(OCC(C)OCC(C)OCC(C)OS(=O)(=O)[O-])cc1.[Na+],anionic,4.229147988,0,34.4,0,1.66,0,1.001,0,37.57,0,5.17,0
CCCCCCCCCCC(=O)[O-].[K+],anionic,1.008773924,0,36.7112541198731,1.82614506524043,2.64819955825806,0.332413329147488,0.781686425209045,0.168906131599908,33.2633247375488,1.63813894841759,2.28907608985901,0.18014706413278
CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.692076296,0,28.0408935546875,3.38258868614591,1.5279688835144,0.512659994140199,1.41648018360138,0.765229257756795,43.8197250366211,3.13006795402789,4.25059461593628,0.413095867820335
CCCCCCCCCCC(C)S(=O)(=O)[O-].[Na+],anionic,1.827105302,0,31.4876651763916,3.93895510912089,0.781480133533478,0.257500792811063,2.57068681716919,0.439818603292675,41.4552383422852,3.76675579027256,3.10382223129272,0.446600626626286
CCCCCCCCCCC(CCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.89997427,0,28.1672267913818,3.43196136757311,1.60487174987793,0.499379099551364,1.34439253807068,0.775803420139864,43.5824394226074,3.04606828974082,4.38873243331909,0.396705030162004
CCCCCCCCCCC(CCC)OS(=O)(=O)[O-].[Na+],anionic,2.288024146,0,32.4446105957031,4.05286408376818,0.414,0,4.01,0,40.3111801147461,4.03099397220221,3.4791259765625,0.397856934986239
CCCCCCCCCCC(CCCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,3.040005162,0,28.9115962982178,3.53382904576282,1.62098753452301,0.515540620567097,1.33176255226135,0.808583970149417,42.8590927124023,3.06704085006798,4.44338703155518,0.382853195516012
CCCCCCCCCCC(CCCC)COS(=O)(=O)[O-].[Na+],anionic,2.638083381,0,31.6023368835449,4.23745419553411,0.811367213726044,0.378116513202573,2.86469793319702,0.638263877474269,40.9872436523438,4.39052538283325,3.72605752944946,0.36680876670937
CCCCCCCCCCC(CCCC)OS(=O)(=O)[O-].[Na+],anionic,2.176982477,0,33.1261940002441,4.17109562971017,0.558451473712921,0.152280505844942,3.17643690109253,0.406320541159333,39.3954467773438,4.16892736597545,3.55844187736511,0.336878178324706
CCCCCCCCCCC(CCCCC)OS(=O)(=O)[O-].[Na+],anionic,2.37202001,0,33.9046974182129,4.01613063220623,0.5,0,3.32,0,38.3998718261719,4.04399592356807,3.64852023124695,0.304403026619991
CCCCCCCCCCC(CCS(=O)(=O)[O-])OC(C)=O.[Na+],anionic,2.583026827,0,28.3875331878662,4.44211461291862,1.11873257160187,0.518728435991875,2.21229314804077,0.644095060316636,43.7345237731934,4.22192893016308,4.05997610092163,0.441584769225862
CCCCCCCCCCC(CO)S(=O)(=O)[O-].[Na+],anionic,1.787013815,0,30.2909488677979,3.97892708011284,1.02652335166931,0.412972630756778,2.25124049186707,0.60697208303418,42.7998809814453,3.69417650362293,3.48302340507507,0.320928336919931
CCCCCCCCCCC=CS(=O)(=O)[O-].[Na+],anionic,1.886056648,0,36.3242111206055,1.56313753998052,1.73882257938385,0.548349527351341,1.32994484901428,0.568908611985001,35.2582511901856,1.76952086996475,2.59539556503296,0.192237455116234
CCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.509058795,0,36.4914169311523,3.03878711168952,1.83563935756683,0.449364694245987,1.07920897006989,0.378860478446999,34.6725540161133,2.59928607194896,3.18517732620239,0.334434514332046
CCCCCCCCCCCC(=O)N(C)CC(=O)[O-].[Na+],anionic,1.879426069,0,35.2,0,1.55,0,1.07,0,36.8,0,2.85,0
CCCCCCCCCCCC(=O)N[C@H]1C(OC)O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@@H]1O.[Na+],anionic,2.770062314,0,32.5031661987305,2.44648868055879,1.77719807624817,0.401682048327501,1.1421982049942,0.293573501341885,39.1144485473633,2.33420820966746,4.2205171585083,0.368574272558077
CCCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,3.208028799,0,29.1539211273193,3.3985989986258,1.55445992946625,0.532013642585741,1.41943848133087,0.797691298041482,42.7666053771973,3.02459577441806,4.30103015899658,0.412929243642416
CCCCCCCCCCCC(C)OS(=O)(=O)[O-].[Na+],anionic,2.817015033,0,33.7697372436523,3.69129391617984,0.583510398864746,0.16583102579813,3.08906364440918,0.410578015011777,38.9764404296875,3.63679492110136,3.32836389541626,0.366135289584969
CCCCCCCCCCCC(CC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,3,0,29.2251949310303,3.58780180389156,1.59704256057739,0.523071449958035,1.38246059417725,0.799919995478036,42.6248245239258,3.15148290975054,4.37605285644531,0.418789291582319
CCCCCCCCCCCC(CC)OS(=O)(=O)[O-].[Na+],anionic,2.367036832,0,34.0683937072754,3.72770855135028,0.574381709098816,0.174711564862965,3.10440802574158,0.397400006988269,38.6170158386231,3.74059899542212,3.39492607116699,0.359768279143088
CCCCCCCCCCCC(CCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,3.150028088,0,29.2315120697022,3.51191126440912,1.62620961666107,0.513766911972136,1.34236836433411,0.809565921904105,42.5388908386231,3.00431394236706,4.46418952941895,0.392475238867439
CCCCCCCCCCCC(CCC)COS(=O)(=O)[O-].[Na+],anionic,2.698970004,0,31.995532989502,4.18454953476882,0.808162093162537,0.367963740482991,2.86639881134033,0.650939537400656,40.5523452758789,4.32175052928771,3.73359489440918,0.336382942282768
CCCCCCCCCCCC(CCS(=O)(=O)[O-])N(C)C.[Na+],anionic,2.964170175,0,30.7,0,2.37,0,0.7,0,41.3,0,3.751285422,0
CCCCCCCCCCCC(CCS(=O)(=O)[O-])N1CCCCC1.[Na+],anionic,3.309981219,0,32.2709121704102,2.32586703422254,1.75741672515869,0.458087199486544,1.25588798522949,0.582995895270381,39.4104347229004,1.99272105221717,4.41742038726807,0.234390889577348
CCCCCCCCCCCC(CCS(=O)(=O)[O-])N1CCOCC1.[Na+],anionic,3.106016433,0,31.1576080322266,2.26070664376285,1.76923751831055,0.449356022164987,1.25805759429932,0.418128446398624,40.5887565612793,2.14732818281186,4.09724092483521,0.406630681158601
CCCCCCCCCCCC(CCS(=O)(=O)[O-])NCCC.[Na+],anionic,3.199970641,0,33,0,2.16,0,0.77,0,39,0,3.970354043,0
CCCCCCCCCCCC(CCS(=O)(=O)[O-])NCCCC.[Na+],anionic,3.708,0,31.9807739257813,4.28985634536307,1.26617109775543,0.334755981113593,1.9910147190094,0.636074437399128,40.4884643554688,4.1134776652753,3.76351928710938,0.38843786560306
CCCCCCCCCCCC(CCS(=O)(=O)[O-])Oc1cc(Cl)c(Cl)cc1Cl.[Na+],anionic,4.787013815,0,30.4,0,1.95,0,0.85,0,41.6,0,5.757135489,0
CCCCCCCCCCCC(CCS(=O)(=O)[O-])Oc1ccccc1.[Na+],anionic,3.640923774,0,29.1,0,2.13,0,0.78,0,42.9,0,4.582516178,0
CCCCCCCCCCCC(CCS(=O)(=O)[O-])OCCO.[Na+],anionic,3.445,0,30.4229278564453,2.15069727192025,1.52637815475464,0.380582673188651,1.45699954032898,0.463540265323975,41.4955139160156,2.17176714666775,4.03140354156494,0.248015365423174
CCCCCCCCCCCC(CCS(=O)(=O)[O-])OCCOCCO.[Na+],anionic,2.92190585,0,29,0,1.75,0,0.95,0,43,0,4.072962915,0
CCCCCCCCCCCC(O)CCS(=O)(=O)[O-].[Na+],anionic,2.199,0,29.6600551605225,3.13572574110153,1.29025089740753,0.380502425829085,1.97814309597015,0.511285232147672,42.8480911254883,3.26597439230369,3.71652150154114,0.340396445099468
CCCCCCCCCCCC(OCC)OS(=O)(=O)[O-].[Na+],anionic,2.395990068,0,35.2614517211914,3.40583387158935,0.637305498123169,0.193087471754128,3.00867915153503,0.527427131585909,37.2368240356445,3.13141083800725,3.38899755477905,0.345723641499051
CCCCCCCCCCCCC(=O)[O-].[K+],anionic,1.59345982,0,37.913272857666,1.66794631118081,2.73286938667297,0.310695562041744,0.688708961009979,0.146438610098668,32.1958427429199,1.51890538286679,2.52504682540894,0.193333697033292
CCCCCCCCCCCCC(=O)OCCc1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.523023534,0,35.2213249206543,2.26011422882555,1.54956352710724,0.515099734942316,1.41797864437103,0.610784577716277,35.4700393676758,2.2739211270344,4.01453256607056,0.396816576877863
CCCCCCCCCCCCC(C(=O)OCC)S(=O)(=O)[O-].[Na+],anionic,2.64781748188864,0,32.5285835266113,3.94916604522336,0.950882792472839,0.389787596775756,2.29899215698242,0.675789629217569,39.2578201293945,4.31931589829252,3.74771761894226,0.378900750810055
CCCCCCCCCCCCC(C(=O)OCCC)S(=O)(=O)[O-].[Na+],anionic,2.86966623150499,0,32.636287689209,3.73574491326219,0.991601467132568,0.417179304513352,2.22318363189697,0.692102682739999,39.0362854003906,4.16395194725343,3.87318468093872,0.332594843209873
CCCCCCCCCCCCC(C(=O)OCCCC)S(=O)(=O)[O-].[Na+],anionic,3.04575749056068,0,33.553524017334,3.76065670462149,1.00726056098938,0.442765859220934,2.22543573379517,0.712214356369055,37.9762954711914,4.10375549413678,4.04562091827393,0.348514818473402
CCCCCCCCCCCCC(C(=O)OCCCCC)S(=O)(=O)[O-].[Na+],anionic,3.1249387366083,0,34.5908889770508,3.6179794442407,0.990131080150604,0.447074713356672,2.24627256393433,0.733308482626149,36.6768417358398,3.8863326362272,4.26583766937256,0.387109679545423
CCCCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,3.389978975,0,30.3488712310791,3.28036222524393,1.54169094562531,0.529362445583251,1.44623756408691,0.82353284580369,41.6570854187012,2.85968014016425,4.37096309661865,0.420591289114013
